medicinalproduct,activesubstancename,rancount,activesubstancecount,source
RABEPRAZOLE SOD 20 MG.,RABEPRAZOLE SODIUM,1.018,3096,faers
RABEPRAZOLE NA,RABEPRAZOLE SODIUM,7.018,3096,faers
RABECURE,RABEPRAZOLE SODIUM,21.018,3096,faers
"PARIET (RABEPRAZOLE SODIUM) (20 MG, GASTRO-RESISTANT TABLET) (RABEPRAZOLE SODIUM)",RABEPRAZOLE SODIUM,7.018,3096,faers
PARIET (RABEPRAZOLE),RABEPRAZOLE SODIUM,6.018,3096,faers
PARIET,RABEPRAZOLE SODIUM,45.018,3096,faers
E3810 (TABLET),RABEPRAZOLE SODIUM,1.018,3096,faers
BLINDED SODIUM RABEPRAZOLE,RABEPRAZOLE SODIUM,1.018,3096,faers
ARES//RABEPRAZOLE SODIUM,RABEPRAZOLE SODIUM,1.018,3096,faers
ARES,RABEPRAZOLE SODIUM,1.018,3096,faers
APO-RABEPRAZOLE,RABEPRAZOLE SODIUM,1.018,3096,faers
ACIPHEX,RABEPRAZOLE SODIUM,38.018,3096,faers
PIRITRAMIDE,PIRITRAMIDE,14.011,44,faers
DIPIDOLOR,PIRITRAMIDE,15.011,44,faers
LACTASE (TILACTASE),LACTASE,2.007,180,faers
LACTASE,LACTASE,22.007,180,faers
LACTAID FAST ACT,LACTASE,8.007,180,faers
LACTAID,LACTASE,37.007,180,faers
METHOHEXITAL SODIUM,METHOHEXITAL SODIUM,1.019,22,faers
BREVITAL SODIUM,METHOHEXITAL SODIUM,8.019,22,faers
EDRECOLOMAB,EDRECOLOMAB,1.011,1,faers
VEPICOMBIN NOVUM,PENICILLIN V POTASSIUM,4.022,305,faers
VEETIDS,PENICILLIN V POTASSIUM,7.022,305,faers
TIKACILLIN,PENICILLIN V POTASSIUM,3.022,305,faers
PVK,PENICILLIN V POTASSIUM,1.022,305,faers
PRIMCILLIN,PENICILLIN V POTASSIUM,1.022,305,faers
PHENOXYMETHYLPENICILLIN POTASSIUM (PHENOXYMETHYLPENICILLIN POTASSIUM),PENICILLIN V POTASSIUM,1.022,305,faers
PHENOXYMETHYLPENICILLIN POTASSIUM K (PHENOXYMETHYLPENICILLIN POTASSIUM),PENICILLIN V POTASSIUM,1.022,305,faers
PHENOXYMETHYLPENICILLIN POTASSIUM,PENICILLIN V POTASSIUM,14.022,305,faers
PEN VK,PENICILLIN V POTASSIUM,6.022,305,faers
PEN-VEE-K,PENICILLIN V POTASSIUM,2.022,305,faers
PEN-VEE K,PENICILLIN V POTASSIUM,3.022,305,faers
PENICILLIN V POTASSIUM TABLETS USP 500MG,PENICILLIN V POTASSIUM,4.022,305,faers
PENICILLIN V POTASSIUM TABLETS 500 MG,PENICILLIN V POTASSIUM,2.022,305,faers
PENICILLIN V POTASSIUM TABLETS,PENICILLIN V POTASSIUM,2.022,305,faers
PENICILLIN V POTASSIUM ORAL SOLUTION,PENICILLIN V POTASSIUM,1.022,305,faers
"PENICILLIN V POTASSIUM FOR ORAL 250 MG (400,000 U) PER 5 ML TEVA",PENICILLIN V POTASSIUM,1.022,305,faers
PENICILLIN V POTASSIUM.,PENICILLIN V POTASSIUM,37.022,305,faers
PENICILLIN VK 500MG TABLET,PENICILLIN V POTASSIUM,1.022,305,faers
PENICILLIN VK 500,PENICILLIN V POTASSIUM,1.022,305,faers
PENICILLIN V-K,PENICILLIN V POTASSIUM,4.022,305,faers
PENICILLIN VK,PENICILLIN V POTASSIUM,36.022,305,faers
ORACILLIN                          /00001802/,PENICILLIN V POTASSIUM,1.022,305,faers
BLINDED PHENOXYMETHYLPENICILLIN POTASSIUM,PENICILLIN V POTASSIUM,1.022,305,faers
BENZYLPENICILLIN V,PENICILLIN V POTASSIUM,1.022,305,faers
DILOXANIDE FUROATE,DILOXANIDE FUROATE,1.018,1,faers
FERROUS GLYCINE SULFATE,FERROUS SULFATE\GLYCINE,5.023,144,faers
FERROUS,FERROUS SULFATE\GLYCINE,17.023,144,faers
FERRO-SANOL DUODENAL,FERROUS SULFATE\GLYCINE,8.023,144,faers
FERRO SANOL DUODENAL,FERROUS SULFATE\GLYCINE,20.023,144,faers
FERRO SANOL,FERROUS SULFATE\GLYCINE,33.023,144,faers
TENIVAC,CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED)\CORYNEBACTERIUM DIPHTHERIAE TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED),1.13,2,faers
DITEBOOSTER,CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED)\CORYNEBACTERIUM DIPHTHERIAE TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED),1.13,2,faers
MENCEVAX,"MENINGOCOCCAL POLYSACCHARIDE VACCINE, GROUPS A, C, Y,W135 COMBINED",2.066,2,faers
ZOLEDRONIC ACID ANHYDROUS,ZOLEDRONIC ACID ANHYDROUS,1.025,1,faers
SULFOXONE.,SULFOXONE,1.009,1,faers
SLONNON,ARGATROBAN,6.01,153,faers
NOVASTAN,ARGATROBAN,15.01,153,faers
ARGATROBAN INJECTION,ARGATROBAN,2.01,153,faers
ARGATROBAN (ARGATROBAN) (UNKNOWN) (ARGATROBAN),ARGATROBAN,2.01,153,faers
ARGATROBAN.,ARGATROBAN,33.01,153,faers
ARGATRA,ARGATROBAN,2.01,153,faers
ARGANOVA,ARGATROBAN,12.01,153,faers
RESPIGAM,RESPIRATORY SYNCYTIAL VIRUS IMMUNE GLOBULIN INTRAVENOUS (HUMAN),1.063,1,faers
SODIUM MYCOPHENOLATE,MYCOPHENOLATE SODIUM,1.02,1349,faers
MYFORTIC (MYCOPHENOLIC ACID) UNKNOWN,MYCOPHENOLATE SODIUM,2.02,1349,faers
MYFORTIC,MYCOPHENOLATE SODIUM,45.02,1349,faers
MYCOPHENOLATE SODIUM,MYCOPHENOLATE SODIUM,30.02,1349,faers
GLUCOSAMINE + MSM,DIMETHYL SULFONE\GLUCOSAMINE SULFATE,1.036,14,faers
DIMETHYL SULFONE\GLUCOSAMINE SULFATE,DIMETHYL SULFONE\GLUCOSAMINE SULFATE,9.036,14,faers
EUMOVATE,CLOBETASONE BUTYRATE,22.02,72,faers
CLOBETASONE BUTYRATE,CLOBETASONE BUTYRATE,15.02,72,faers
PRISM0CAL,CARBONATE ION\LACTIC ACID\MAGNESIUM CATION\SODIUM CHLORIDE,2.058,2,faers
KANOKAD,COAGULATION FACTOR VII HUMAN\COAGULATION FACTOR X HUMAN\FACTOR IX COMPLEX\PROTHROMBIN,2.085,2,faers
TOPCARE ANTACID PLUS ANTI GAS,ALUMINUM HYDROXIDE\DIMETHICONE\MAGNESIUM HYDROXIDE,1.05,414,faers
RULOX REGULAR,ALUMINUM HYDROXIDE\DIMETHICONE\MAGNESIUM HYDROXIDE,1.05,414,faers
MYLANTA PLUS,ALUMINUM HYDROXIDE\DIMETHICONE\MAGNESIUM HYDROXIDE,3.05,414,faers
MYLANTA MAXIMUM STRENGTH,ALUMINUM HYDROXIDE\DIMETHICONE\MAGNESIUM HYDROXIDE,2.05,414,faers
MINTOX,ALUMINUM HYDROXIDE\DIMETHICONE\MAGNESIUM HYDROXIDE,3.05,414,faers
MI-ACID REGULAR STRENGTH,ALUMINUM HYDROXIDE\DIMETHICONE\MAGNESIUM HYDROXIDE,1.05,414,faers
MAG-AL PLUS,ALUMINUM HYDROXIDE\DIMETHICONE\MAGNESIUM HYDROXIDE,1.05,414,faers
MAALOX MAX,ALUMINUM HYDROXIDE\DIMETHICONE\MAGNESIUM HYDROXIDE,3.05,414,faers
MAALOX ANTACID LIQUID - UNKNOWN,ALUMINUM HYDROXIDE\DIMETHICONE\MAGNESIUM HYDROXIDE,2.05,414,faers
MAALOX ANTACID,ALUMINUM HYDROXIDE\DIMETHICONE\MAGNESIUM HYDROXIDE,43.05,414,faers
MAALOX ADVANCED REGULAR STRENGTH MINT,ALUMINUM HYDROXIDE\DIMETHICONE\MAGNESIUM HYDROXIDE,1.05,414,faers
MAALOX /00416501/,ALUMINUM HYDROXIDE\DIMETHICONE\MAGNESIUM HYDROXIDE,1.05,414,faers
MAALOX                             /00416501/,ALUMINUM HYDROXIDE\DIMETHICONE\MAGNESIUM HYDROXIDE,1.05,414,faers
GENERIC MAALOX,ALUMINUM HYDROXIDE\DIMETHICONE\MAGNESIUM HYDROXIDE,1.05,414,faers
GENERIC FOR MAALOX WALGREENS ADVANCED ANTACID 5ML,ALUMINUM HYDROXIDE\DIMETHICONE\MAGNESIUM HYDROXIDE,1.05,414,faers
ANTACID                            /00018101/,ALUMINUM HYDROXIDE\DIMETHICONE\MAGNESIUM HYDROXIDE,9.05,414,faers
ALUMINUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE,ALUMINUM HYDROXIDE\DIMETHICONE\MAGNESIUM HYDROXIDE,3.05,414,faers
"ALUMINUM HYDROXIDE, MAGNESIUM HYDROXIDE, SIMETHICONE",ALUMINUM HYDROXIDE\DIMETHICONE\MAGNESIUM HYDROXIDE,2.05,414,faers
ALUMINIUM HYDROXIDE/MAGNESIUM HYDRIXUDE.SIMETHICONE,ALUMINUM HYDROXIDE\DIMETHICONE\MAGNESIUM HYDROXIDE,1.05,414,faers
PRIODERM,MALATHION,1.009,13,faers
OVIDE,MALATHION,1.009,13,faers
MALATHION LOTION USP 0.5%,MALATHION,3.009,13,faers
MALATHION.,MALATHION,4.009,13,faers
SELOPRESS,HYDROCHLOROTHIAZIDE\METOPROLOL TARTRATE,4.039,39,faers
METOPROLOL TARTRATE AND HYDROCHLOROTHIAZIDE (METOPROLOL TARTRATE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE\METOPROLOL TARTRATE,1.039,39,faers
METOPROLOL TARTRATE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE\METOPROLOL TARTRATE,7.039,39,faers
METODURA COMP,HYDROCHLOROTHIAZIDE\METOPROLOL TARTRATE,3.039,39,faers
LOPRESSOR HCT,HYDROCHLOROTHIAZIDE\METOPROLOL TARTRATE,14.039,39,faers
HYDROCHLOROTHIAZIDE\METOPROLOL TARTRATE,HYDROCHLOROTHIAZIDE\METOPROLOL TARTRATE,1.039,39,faers
"HYDROCHLOROTHIAZIDE,METOPROLOL TARTRATE",HYDROCHLOROTHIAZIDE\METOPROLOL TARTRATE,1.039,39,faers
METHYLPHENOBARBITAL,MEPHOBARBITAL,2.013,7,faers
MEPHOBARBITAL.,MEPHOBARBITAL,2.013,7,faers
MEBARAL,MEPHOBARBITAL,1.013,7,faers
POLYHEXAMETHYLENE BIGUANIDE HYDROCHLORIDE,POLIHEXANIDE HYDROCHLORIDE,1.026,1,faers
ORAJEL MAXIMUM STRENGTH,BENZOCAINE\MENTHOL,1.018,2,faers
DERMOPLAST PAIN RELIEVING,BENZOCAINE\MENTHOL,1.018,2,faers
REBIDOSE,INTERFERON BETA,3.015,99,faers
INTERFERON B (INTERFERON BETA) (INTERFERON BETA),INTERFERON BETA,1.015,99,faers
INTERFERON BETA NOS,INTERFERON BETA,27.015,99,faers
INTERFERON BETA 1B,INTERFERON BETA,3.015,99,faers
FERON,INTERFERON BETA,16.015,99,faers
BETA-INTERFERON,INTERFERON BETA,2.015,99,faers
CYTOSINE,CYTOSINE,1.008,1,faers
RIFABUTIN 150MG CAPSULES,RIFABUTIN,1.009,170,faers
RIFABUTIN.,RIFABUTIN,31.009,170,faers
MYCOBUTIN,RIFABUTIN,26.009,170,faers
ANSATIPINE,RIFABUTIN,17.009,170,faers
FORTISIP COMPACT,CARBOHYDRATES\FATTY ACIDS\MINERALS\PROTEIN\VITAMINS,2.051,43,faers
FORTISIP,CARBOHYDRATES\FATTY ACIDS\MINERALS\PROTEIN\VITAMINS,22.051,43,faers
SKELAXIN,METAXALONE,45.01,1110,faers
METAXOLONE,METAXALONE,6.01,1110,faers
METAXALONE (METAXALONE),METAXALONE,7.01,1110,faers
METAXALONE COREPHARMA LLC,METAXALONE,1.01,1110,faers
METAXALONE 800MG COREO,METAXALONE,2.01,1110,faers
METAXALONE.,METAXALONE,37.01,1110,faers
EPPY (BORIC ACID\EPINEPHRINE),BORIC ACID\EPINEPHRINE,1.022,1,faers
PROXICAM,PIROXICAM,3.009,598,faers
PIROXICAM (UNKNOWN),PIROXICAM,6.009,598,faers
PIROXICAM 20MG TABLET,PIROXICAM,1.009,598,faers
PIROXICAM 20 MG SANDOZ,PIROXICAM,1.009,598,faers
PIROXICAM.,PIROXICAM,43.009,598,faers
PIROXAM,PIROXICAM,1.009,598,faers
PILCAM,PIROXICAM,1.009,598,faers
MAXIPIN,PIROXICAM,1.009,598,faers
FOSTER /00500401/,PIROXICAM,2.009,598,faers
FOSTER                             /00500401/,PIROXICAM,5.009,598,faers
FELDENE FLASH,PIROXICAM,1.009,598,faers
FELDENE FAST,PIROXICAM,1.009,598,faers
FELDENE-D,PIROXICAM,1.009,598,faers
FELDENE,PIROXICAM,39.009,598,faers
FELDEN 20MG,PIROXICAM,1.009,598,faers
FELDEN,PIROXICAM,1.009,598,faers
DOLONEX,PIROXICAM,1.009,598,faers
BREXIDOL,PIROXICAM,1.009,598,faers
BLINDED PIROXICAM,PIROXICAM,1.009,598,faers
ABXICAM,PIROXICAM,1.009,598,faers
METAMIZOLE SODIUM/PITOFENONE HYDROCHLORIDE,METAMIZOLE SODIUM\PITOFENONE HYDROCHLORIDE,3.042,3,faers
PROPRANOLOL/PROPRANOLOL HYDROCHLORIDE/PROPRANOLOL PHENOBARBITAL,PROPRANOLOL\PROPRANOLOL HYDROCHLORIDE,4.037,3224,faers
PROPRANOLOL,PROPRANOLOL\PROPRANOLOL HYDROCHLORIDE,43.037,3224,faers
NOVO-CHLOROQUINE TAB 250 MG,CHLOROQUINE PHOSPHATE,1.021,49,faers
CHLOROQUINE PHOSPHATE TABLETS USP (CHLOROQUINE PHOSPHATE 500MG TABLETS) 9CHLOROQUINE PHOSPHATE) (CHLOROQUINE PHOSPHATE),CHLOROQUINE PHOSPHATE,1.021,49,faers
CHLOROQUINE PHOSPHATE (CHLOROQUINE PHOSPHATE) (CHLOROQUINE PHOSPHATE),CHLOROQUINE PHOSPHATE,1.021,49,faers
CHLOROQUINE PHOSPHATE.,CHLOROQUINE PHOSPHATE,21.021,49,faers
CHLOROQUINE PH 500MG ALAREN,CHLOROQUINE PHOSPHATE,1.021,49,faers
CHLOROQUINE DIPHOSPHATE,CHLOROQUINE PHOSPHATE,8.021,49,faers
ARECHIN,CHLOROQUINE PHOSPHATE,1.021,49,faers
ARALEN,CHLOROQUINE PHOSPHATE,6.021,49,faers
OPTISON (PERFLUTREN PROTEIN-TYPE A MICROSPHERES),HUMAN ALBUMIN MICROSPHERES\PERFLUTREN,1.037,1,faers
TOWARAT,NIFEDIPINE,2.01,5508,faers
SEPAMIT-R,NIFEDIPINE,2.01,5508,faers
SEPAMIT FINE GRANULES 1%,NIFEDIPINE,1.01,5508,faers
RESOCHIN,NIFEDIPINE,5.01,5508,faers
RAMITALATE-L,NIFEDIPINE,1.01,5508,faers
PROCARDIA XL,NIFEDIPINE,39.01,5508,faers
PROCARDIA,NIFEDIPINE,41.01,5508,faers
OXCORD,NIFEDIPINE,1.01,5508,faers
NIRENA,NIFEDIPINE,2.01,5508,faers
NIFELANTERN CR,NIFEDIPINE,7.01,5508,faers
NIFEDIPIN-RATIOPHARM 20 MG RETARDTABLETTEN,NIFEDIPINE,2.01,5508,faers
NIFEDIPIN RATIOPHARM,NIFEDIPINE,3.01,5508,faers
NIFEDIPINE XL,NIFEDIPINE,29.01,5508,faers
NIFEDIPINE (UNKNOWN) (NIFEDIPINE),NIFEDIPINE,1.01,5508,faers
NIFEDIPINE (UNKNOWN),NIFEDIPINE,11.01,5508,faers
NIFEDIPINE SR,NIFEDIPINE,6.01,5508,faers
NIFEDIPINE - SLOW RELEASE,NIFEDIPINE,3.01,5508,faers
NIFEDIPINE SANDOZ,NIFEDIPINE,2.01,5508,faers
NIFEDIPINE RETARDTABLETTEN,NIFEDIPINE,1.01,5508,faers
NIFEDIPINE (RETARD),NIFEDIPINE,1.01,5508,faers
NIFEDIPINE RATIOPHARM,NIFEDIPINE,1.01,5508,faers
NIFEDIPINE (NON AZ PRODUCT),NIFEDIPINE,1.01,5508,faers
NIFEDIPINE (NIFEDIPINE) TABLET,NIFEDIPINE,1.01,5508,faers
NIFEDIPINE (NIFEDIPINE) PROLONGED-RELEASE TABLET,NIFEDIPINE,1.01,5508,faers
NIFEDIPINE (NIFEDIPINE) (NIFEDIPINE),NIFEDIPINE,10.01,5508,faers
NIFEDIPINE (NGX),NIFEDIPINE,2.01,5508,faers
NIFEDIPINE (GITS),NIFEDIPINE,2.01,5508,faers
NIFEDIPINE EXTENDED-RELEASE TABLETS USP 90MG,NIFEDIPINE,1.01,5508,faers
"NIFEDIPINE EXTENDED-RELEASE TABLETS, USP",NIFEDIPINE,13.01,5508,faers
NIFEDIPINE EXTENDED-RELEASE,NIFEDIPINE,1.01,5508,faers
NIFEDIPINE EXTENDED RELEASE,NIFEDIPINE,4.01,5508,faers
NIFEDIPINE ER 90MG KREMERS URBAN,NIFEDIPINE,1.01,5508,faers
NIFEDIPINE ER 30 MG KREMERS-URBAN PHARMA CEUTICALS,NIFEDIPINE,1.01,5508,faers
NIFEDIPINE ER,NIFEDIPINE,36.01,5508,faers
NIFEDIPINE CR,NIFEDIPINE,19.01,5508,faers
NIFEDIPINE CC 30 TABLET 30 MG,NIFEDIPINE,1.01,5508,faers
NIFEDIPINE (CC),NIFEDIPINE,3.01,5508,faers
NIFEDIPINE (AELLC),NIFEDIPINE,5.01,5508,faers
NIFEDIPINE 90MG MYLAN,NIFEDIPINE,1.01,5508,faers
NIFEDIPINE.,NIFEDIPINE,44.01,5508,faers
NIFEDIPINE (),NIFEDIPINE,1.01,5508,faers
NIFEDIPINA,NIFEDIPINE,3.01,5508,faers
NIFEDIPIN,NIFEDIPINE,20.01,5508,faers
NIFEDICOR,NIFEDIPINE,4.01,5508,faers
NIFEDICAL XL,NIFEDIPINE,36.01,5508,faers
NIFEDIAC CC,NIFEDIPINE,23.01,5508,faers
NIFECARD XL,NIFEDIPINE,1.01,5508,faers
HYPAN,NIFEDIPINE,1.01,5508,faers
HEXADILAT,NIFEDIPINE,2.01,5508,faers
CORINAEL CR,NIFEDIPINE,3.01,5508,faers
CORINAEL,NIFEDIPINE,2.01,5508,faers
CORDAFLEX,NIFEDIPINE,5.01,5508,faers
CORACTEN XL,NIFEDIPINE,4.01,5508,faers
CHRONADALATE,NIFEDIPINE,8.01,5508,faers
CARDIOSOL,NIFEDIPINE,1.01,5508,faers
AFEDITAB CR,NIFEDIPINE,2.01,5508,faers
ADALAT-L,NIFEDIPINE,7.01,5508,faers
ADALAT CRONO 30 MG,NIFEDIPINE,1.01,5508,faers
ADALAT CRONO,NIFEDIPINE,29.01,5508,faers
ADALAT CHRONO,NIFEDIPINE,1.01,5508,faers
ADALAT CC,NIFEDIPINE,45.01,5508,faers
ADALAT 2-PHASEN,NIFEDIPINE,2.01,5508,faers
ADALAT,NIFEDIPINE,44.01,5508,faers
ZEXATE,METHOTREXATE,1.012,32459,faers
TEVAMETHO,METHOTREXATE,1.012,32459,faers
TECNOMET                           /00113801/,METHOTREXATE,8.012,32459,faers
TECNOMET,METHOTREXATE,22.012,32459,faers
REUMATREX,METHOTREXATE,1.012,32459,faers
REUMAFLEX 50 MG/ML (METHOTREXATE),METHOTREXATE,1.012,32459,faers
OTREXUP,METHOTREXATE,21.012,32459,faers
M?THOTREXATE SOLUTION INJECTABLE,METHOTREXATE,1.012,32459,faers
M?THOTREXATE MYLAN 50 MG / 2ML SOLUTION INJECTABLE,METHOTREXATE,1.012,32459,faers
M?THOTREXATE,METHOTREXATE,4.012,32459,faers
METOTREXATO//METHOTREXATE,METHOTREXATE,1.012,32459,faers
METOTREXATO HOSPIRA - HOSPIRA ITALIA S.R.L.,METHOTREXATE,1.012,32459,faers
METOTREXATO /00113801/,METHOTREXATE,1.012,32459,faers
METOTREXATO                        /00113801/,METHOTREXATE,10.012,32459,faers
METOTRESSATO TEVA - TEVA ITALIA S.R.L.,METHOTREXATE,1.012,32459,faers
METOTREKSAT PLIVA,METHOTREXATE,4.012,32459,faers
METOLATE,METHOTREXATE,36.012,32459,faers
METOJECT PEN (METHOTREXATE SODIUM),METHOTREXATE,1.012,32459,faers
"METOJECT PEN, A PRE-FILLED METHOTREXATE",METHOTREXATE,1.012,32459,faers
METOJECT PEN,METHOTREXATE,16.012,32459,faers
"METOJECT INJVLST 15MG/0,3ML (50MG/ML) WWSP",METHOTREXATE,1.012,32459,faers
METHROTREXATE (METHOTREXATE) N/A,METHOTREXATE,1.012,32459,faers
METHROTREXATE,METHOTREXATE,4.012,32459,faers
METHPOTDEXATE,METHOTREXATE,1.012,32459,faers
METHOTREXAT-TEVA 50 MG/2 ML,METHOTREXATE,2.012,32459,faers
METHOTREXAT [METHOTREXATE],METHOTREXATE,3.012,32459,faers
METHOTREXAT MEDAC,METHOTREXATE,1.012,32459,faers
METHOTREXATE UNKNOWN,METHOTREXATE,1.012,32459,faers
METHOTREXATE TEVA 2.5 MG TABLET,METHOTREXATE,1.012,32459,faers
METHOTREXATE TEVA 10 POUR CENT (5 G/ 50 ML),METHOTREXATE,1.012,32459,faers
METHOTREXATE TEVA /00113801/,METHOTREXATE,1.012,32459,faers
METHOTREXATE TEVA                  /00113801/,METHOTREXATE,5.012,32459,faers
METHOTREXATE-TEVA,METHOTREXATE,1.012,32459,faers
METHOTREXATE TABLET,METHOTREXATE,1.012,32459,faers
METHOTREXATE REMEDICA//METHOTREXATE,METHOTREXATE,1.012,32459,faers
METHOTREXATE PRESERVATIVE-FREE 50 MG/M2 ML,METHOTREXATE,1.012,32459,faers
METHOTREXATE PLIVA,METHOTREXATE,1.012,32459,faers
METHOTREXATE - PFIZER ITALIA S.R.L.,METHOTREXATE,2.012,32459,faers
METHOTREXATE PFIZER /00113801/,METHOTREXATE,1.012,32459,faers
METHOTREXATE (PFIZER),METHOTREXATE,1.012,32459,faers
METHOTREXATE PFIZER,METHOTREXATE,2.012,32459,faers
METHOTREXATE PF 50 MG/2 ML TEVA,METHOTREXATE,1.012,32459,faers
METHOTREXATE ORION,METHOTREXATE,2.012,32459,faers
METHOTREXATE (NGX) (METHOTREXATE) UNKNOWN,METHOTREXATE,1.012,32459,faers
METHOTREXATE MYLAN (METHOTREXATE),METHOTREXATE,1.012,32459,faers
"METHOTREXATE MYLAN 100 MG/ML, SOLUTION FOR INJECTION",METHOTREXATE,1.012,32459,faers
METHOTREXATE MYLAN 100 MG/ML,METHOTREXATE,1.012,32459,faers
METHOTREXATE(MYLAN),METHOTREXATE,2.012,32459,faers
METHOTREXATE (METHOTREXATE) UNKNOWN,METHOTREXATE,1.012,32459,faers
METHOTREXATE (METHOTREXATE) N/A 17.5MG,METHOTREXATE,1.012,32459,faers
METHOTREXATE (METHOTREXATE) N/A,METHOTREXATE,1.012,32459,faers
METHOTREXATE (METHOTREXATE) (METHOTREXATE),METHOTREXATE,10.012,32459,faers
METHOTREXATE (METHOTREXATE) 57MG/M2,METHOTREXATE,1.012,32459,faers
METHOTREXATE (METHOTREXATE) 17.5MG,METHOTREXATE,1.012,32459,faers
METHOTREXATE [METHOTREXATE],METHOTREXATE,1.012,32459,faers
METHOTREXATE (METHOTREXATE),METHOTREXATE,32.012,32459,faers
METHOTREXATE (MANUFACTURER UNKNOWN)(METHOTREXATE) (METHOTREXATE),METHOTREXATE,1.012,32459,faers
METHOTREXATE (MANUFACTURER UNKNOWN) (METHOTREXATE) (METHOTREXATE),METHOTREXATE,18.012,32459,faers
METHOTREXATE (MANUFACTURER UNKNOWN),METHOTREXATE,21.012,32459,faers
"METHOTREXATE INJECTION, USP",METHOTREXATE,13.012,32459,faers
METHOTREXATE INJECTION METHOTREXATE,METHOTREXATE,1.012,32459,faers
METHOTREXATE INJECTION,METHOTREXATE,5.012,32459,faers
"METHOTREXATE INJECTABLE 25 MG/ML PHARMACEMIE B.V.HAARLEM, FOR TEVA PHARMA",METHOTREXATE,1.012,32459,faers
"METHOTREXATE FOR INJECTION, USP ( METHOTREXATE SODIUM) ( METHOTREXATE SODIUM)",METHOTREXATE,1.012,32459,faers
METHOTREXATE FOR INJECTION HOSPIRA OR TEVA,METHOTREXATE,1.012,32459,faers
METHOTREXATE FARMOS,METHOTREXATE,1.012,32459,faers
METHOTREXATE CAPSULES 2MG ^MYLAN^,METHOTREXATE,3.012,32459,faers
METHOTREXATE CAPSULE,METHOTREXATE,2.012,32459,faers
METHOTREXATE BIODIM,METHOTREXATE,10.012,32459,faers
METHOTREXATE 50 MG,METHOTREXATE,1.012,32459,faers
METHOTREXATE 50/2ML UNKNOWN,METHOTREXATE,1.012,32459,faers
METHOTREXATE 2.5 MILLIGRAM TABLETTER,METHOTREXATE,1.012,32459,faers
METHOTREXATE 2.5 MG TAB UNKNOWN,METHOTREXATE,1.012,32459,faers
METHOTREXATE 2.5 MG MYLAN,METHOTREXATE,1.012,32459,faers
METHOTREXATE 25MG/ML TEVA,METHOTREXATE,2.012,32459,faers
METHOTREXATE 25MG/ML INJ. 25MG/ML HOSPIRA,METHOTREXATE,1.012,32459,faers
METHOTREXATE 25MG/ML 2ML VIALS SDV 50MG SICOR,METHOTREXATE,1.012,32459,faers
METHOTREXATE 25 MG/ML 2 ML VIALS MDV HOSPIRA,METHOTREXATE,1.012,32459,faers
METHOTREXATE 2.5 MG EACH,METHOTREXATE,3.012,32459,faers
METHOTREXATE 25 MG,METHOTREXATE,1.012,32459,faers
METHOTREXATE 2.5MG,METHOTREXATE,4.012,32459,faers
METHOTREXATE 15MG,METHOTREXATE,1.012,32459,faers
(METHOTREXATE),METHOTREXATE,8.012,32459,faers
METHOTREXATE,METHOTREXATE,39.012,32459,faers
METHOTREXAAT TABLET 2.5MG,METHOTREXATE,2.012,32459,faers
METHOPTERIN,METHOTREXATE,1.012,32459,faers
METHATREXATE,METHOTREXATE,1.012,32459,faers
METEX PEN (METHOTREXATE INJECTION),METHOTREXATE,4.012,32459,faers
METEX PEN,METHOTREXATE,1.012,32459,faers
METEX (METHOTREXATE),METHOTREXATE,6.012,32459,faers
MEHTOTREXATE,METHOTREXATE,1.012,32459,faers
LEDERTREXATE /00113802/,METHOTREXATE,1.012,32459,faers
LEDERTREXATE,METHOTREXATE,16.012,32459,faers
IMETH (METHOTREXATE),METHOTREXATE,1.012,32459,faers
ERVEMIN,METHOTREXATE,1.012,32459,faers
BANANA BOAT KIDS TEAR FREE CONTINUOUS SPF 50,AVOBENZONE\HOMOSALATE\OCTINOXATE\OCTISALATE\OCTOCRYLENE,1.055,4,faers
BANANA BOAT BABY TEAR FREE LOTION SPF 50,AVOBENZONE\HOMOSALATE\OCTINOXATE\OCTISALATE\OCTOCRYLENE,1.055,4,faers
ALBA BOTANICA NATURAL VERY EMOLLIENT SUNSCREEN SPORT SPRAY SPF40,AVOBENZONE\HOMOSALATE\OCTINOXATE\OCTISALATE\OCTOCRYLENE,1.055,4,faers
ZYTRAM XL,TRAMADOL HYDROCHLORIDE,2.022,5764,faers
ZYDOL /00599202/,TRAMADOL HYDROCHLORIDE,2.022,5764,faers
ZYDOL                              /00599202/,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
ZYDOL,TRAMADOL HYDROCHLORIDE,16.022,5764,faers
ZAMUDOL LP,TRAMADOL HYDROCHLORIDE,2.022,5764,faers
ZAMUDOL,TRAMADOL HYDROCHLORIDE,32.022,5764,faers
ZAMADOL /00599201/,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
ZAMADOL                            /00599201/,TRAMADOL HYDROCHLORIDE,1.022,5764,faers
